gene	chromosome	start	end	strand	length
tetur01g01330	chromosome_2	12487405	12488504	+	1100
tetur01g01340	chromosome_2	12488862	12489631	-	770
tetur01g01350	chromosome_2	12489933	12501983	+	12051
tetur01g01360	chromosome_2	12502376	12503946	-	1571
tetur01g92301	chromosome_2	12504407	12504586	+	180
tetur01g01370	chromosome_2	12506232	12506409	+	178
tetur01g01380	chromosome_2	12507698	12536972	+	29275
tetur01g01390	chromosome_2	12518383	12520209	-	1827
tetur01g01400	chromosome_2	12522106	12525971	-	3866
tetur01g01410	chromosome_2	12529067	12530174	-	1108
tetur01g01420	chromosome_2	12532132	12532831	-	700
tetur01g01460	chromosome_2	12538693	12538964	+	272
tetur01g01470	chromosome_2	12539021	12541100	-	2080
tetur01g01480	chromosome_2	12542260	12544047	-	1788
tetur01g01490	chromosome_2	12544748	12547330	+	2583
tetur01g01500	chromosome_2	12549803	12550694	+	892
tetur01g01510	chromosome_2	12551187	12551999	+	813
tetur01g01520	chromosome_2	12553351	12554159	+	809
tetur01g01530	chromosome_2	12555983	12556434	-	452
tetur01g16584	chromosome_2	12559990	12560818	+	829
tetur01g92304	chromosome_2	12570498	12571217	-	720
tetur01g01540	chromosome_2	12587716	12587940	-	225
tetur01g01550	chromosome_2	12594772	12595361	+	590
tetur01g92305	chromosome_2	12595888	12596255	-	368
tetur01g01560	chromosome_2	12618278	12622215	-	3938
tetur01g01570	chromosome_2	12623010	12627612	+	4603
tetur01g01580	chromosome_2	12629907	12630080	-	174
tetur01g01590	chromosome_2	12630692	12631291	+	600
tetur01g01600	chromosome_2	12632775	12640175	-	7401
tetur01g01610	chromosome_2	12640699	12641132	+	434
tetur01g01620	chromosome_2	12643300	12643506	+	207
tetur01g01630	chromosome_2	12643877	12644201	-	325
tetur01g01640	chromosome_2	12645615	12647301	+	1687
tetur01g01650	chromosome_2	12647668	12648901	+	1234
tetur01g01660	chromosome_2	12649154	12650620	-	1467
tetur01g01670	chromosome_2	12650544	12652368	+	1825
tetur01g01680	chromosome_2	12652998	12655870	-	2873
tetur01g01690	chromosome_2	12658813	12659722	+	910
tetur01g01700	chromosome_2	12661183	12662514	+	1332
tetur01g92306	chromosome_2	12664756	12665430	-	675
tetur01g01710	chromosome_2	12668537	12669995	+	1459
tetur01g01720	chromosome_2	12671594	12680155	+	8562
tetur01g01730	chromosome_2	12680567	12696158	-	15592
tetur01g01740	chromosome_2	12697870	12698895	+	1026
tetur01g01750	chromosome_2	12699169	12700924	-	1756
tetur01g01760	chromosome_2	12701024	12701793	+	770
tetur01g01770	chromosome_2	12702564	12702728	+	165
tetur01g01780	chromosome_2	12702863	12703264	-	402
tetur01g01790	chromosome_2	12704359	12704881	+	523
tetur01g01800	chromosome_2	12705937	12712192	-	6256
tetur01g01810	chromosome_2	12712490	12713421	+	932
tetur01g01820	chromosome_2	12713508	12713810	+	303
tetur01g01830	chromosome_2	12714381	12752352	+	37972
tetur01g01840	chromosome_2	12717587	12717958	+	372
tetur01g01850	chromosome_2	12718936	12752352	+	33417
tetur01g01860	chromosome_2	12753580	12755504	+	1925
tetur01g01870	chromosome_2	12756589	12757627	-	1039
tetur01g01880	chromosome_2	12759082	12759759	+	678
tetur01g01890	chromosome_2	12760150	12761601	+	1452
tetur01g01900	chromosome_2	12763109	12766989	-	3881
tetur01g92308	chromosome_2	12768484	12768651	-	168
tetur01g01910	chromosome_2	12770189	12771862	-	1674
tetur01g01920	chromosome_2	12776034	12776510	-	477
tetur01g01930	chromosome_2	12777636	12780139	+	2504
tetur01g01940	chromosome_2	12784540	12790900	-	6361
tetur01g01950	chromosome_2	12793033	12797306	+	4274
tetur01g01960	chromosome_2	12800924	12802262	+	1339
tetur01g01970	chromosome_2	12802816	12804300	-	1485
tetur01g01980	chromosome_2	12805380	12805662	+	283
tetur01g01990	chromosome_2	12806003	12806632	+	630
tetur01g02000	chromosome_2	12807600	12809891	-	2292
tetur01g02010	chromosome_2	12819091	12819840	+	750
tetur01g02020	chromosome_2	12825688	12826543	-	856
tetur01g02030	chromosome_2	12826748	12827281	+	534
tetur01g92309	chromosome_2	12829988	12830265	+	278
tetur01g02050	chromosome_2	12831081	12831225	-	145
tetur01g02060	chromosome_2	12834277	12834876	-	600
tetur01g02070	chromosome_2	12836661	12837904	+	1244
tetur01g02080	chromosome_2	12840812	12842973	+	2162
tetur01g02090	chromosome_2	12843726	12844617	-	892
tetur01g02110	chromosome_2	12847947	12901227	-	53281
tetur01g02140	chromosome_2	12903700	12904592	-	893
tetur01g02160	chromosome_2	12904918	12907377	-	2460
tetur01g02170	chromosome_2	12907361	12909686	+	2326
tetur01g02180	chromosome_2	12910119	12911383	-	1265
tetur01g02200	chromosome_2	12912666	12914706	+	2041
tetur01g02210	chromosome_2	12915275	12918397	-	3123
tetur01g02220	chromosome_2	12919726	12923378	+	3653
tetur01g16744	chromosome_2	12923753	12925077	+	1325
tetur01g17024	chromosome_2	12941975	12942925	-	951
tetur01g02230	chromosome_2	12943721	12944631	+	911
tetur01g02240	chromosome_2	12945601	12947623	-	2023
tetur01g02260	chromosome_2	12949208	12949876	+	669
tetur01g02270	chromosome_2	12951668	12951906	-	239
tetur01g92310	chromosome_2	12952170	12952507	-	338
tetur01g02280	chromosome_2	12953462	12954838	-	1377
tetur01g92312	chromosome_2	12955963	12956343	+	381
tetur01g02290	chromosome_2	12956809	12958269	+	1461
tetur01g92313	chromosome_2	12957860	12958618	-	759
tetur01g02300	chromosome_2	12958778	12960755	+	1978
tetur01g02310	chromosome_2	12960874	12962460	+	1587
tetur01g02320	chromosome_2	12963089	12964221	-	1133
tetur01g02330	chromosome_2	12969598	12983661	+	14064
tetur01g02340	chromosome_2	12984348	12985513	+	1166
tetur01g02350	chromosome_2	12991184	12991609	-	426
tetur01g02360	chromosome_2	12994336	12994413	+	78
tetur01g02370	chromosome_2	12998246	12998780	+	535
tetur01g02380	chromosome_2	12999883	13000728	+	846
tetur01g02390	chromosome_2	13017480	13020185	-	2706
tetur01g02400	chromosome_2	13022332	13024433	-	2102
tetur01g02410	chromosome_2	13025736	13025944	-	209
tetur01g02420	chromosome_2	13027034	13027499	-	466
tetur01g02430	chromosome_2	13031619	13032027	-	409
tetur01g02440	chromosome_2	13033496	13034234	-	739
tetur01g02450	chromosome_2	13034925	13036499	-	1575
tetur01g02460	chromosome_2	13038664	13052692	+	14029
tetur01g16505	chromosome_2	13039764	13040228	-	465
tetur01g02470	chromosome_2	13057216	13059661	-	2446
tetur01g16361	chromosome_2	13059996	13060393	-	398
tetur01g02480	chromosome_2	13060985	13062650	-	1666
tetur01g02490	chromosome_2	13063607	13063953	-	347
tetur01g02500	chromosome_2	13064816	13066881	-	2066
tetur01g02510	chromosome_2	13068202	13070273	-	2072
tetur01g92315	chromosome_2	13071034	13071207	+	174
tetur01g02520	chromosome_2	13072007	13073117	-	1111
tetur01g02530	chromosome_2	13073143	13073307	+	165
tetur01g02540	chromosome_2	13073979	13074847	+	869
tetur01g02550	chromosome_2	13076500	13076939	-	440
tetur01g02560	chromosome_2	13077328	13081002	-	3675
tetur01g02570	chromosome_2	13083323	13085578	+	2256
tetur01g02580	chromosome_2	13087127	13087923	+	797
tetur01g02590	chromosome_2	13089971	13102985	+	13015
tetur01g16506	chromosome_2	13091815	13092892	-	1078
tetur01g16507	chromosome_2	13095178	13096691	-	1514
tetur01g02610	chromosome_2	13105087	13105875	+	789
tetur01g92316	chromosome_2	13106982	13107878	+	897
tetur01g02620	chromosome_2	13108266	13109210	-	945
tetur01g02640	chromosome_2	13111235	13111753	-	519
tetur01g02650	chromosome_2	13113036	13113816	-	781
tetur01g02660	chromosome_2	13114509	13115032	+	524
tetur01g16503	chromosome_2	13115228	13116585	+	1358
tetur01g02670	chromosome_2	13119092	13119963	+	872
tetur01g02680	chromosome_2	13121262	13123777	+	2516
tetur01g02690	chromosome_2	13124114	13132931	-	8818
tetur01g02700	chromosome_2	13135220	13136742	-	1523
tetur01g02710	chromosome_2	13137228	13139544	+	2317
tetur01g02720	chromosome_2	13140494	13142286	-	1793
tetur01g02730	chromosome_2	13142502	13143604	+	1103
tetur01g02740	chromosome_2	13144925	13146136	+	1212
tetur01g02750	chromosome_2	13147153	13147584	-	432
tetur01g02760	chromosome_2	13148720	13149115	-	396
tetur01g02770	chromosome_2	13157249	13157805	-	557
tetur01g02780	chromosome_2	13160339	13160972	-	634
tetur01g02790	chromosome_2	13164178	13165101	-	924
tetur01g02800	chromosome_2	13165942	13166802	+	861
tetur01g02810	chromosome_2	13168913	13170601	+	1689
tetur01g02820	chromosome_2	13171567	13171723	-	157
tetur01g02830	chromosome_2	13171833	13172282	+	450
tetur01g02840	chromosome_2	13173746	13177436	-	3691
tetur01g02850	chromosome_2	13177864	13178643	-	780
tetur01g02860	chromosome_2	13178951	13181360	+	2410
tetur01g02870	chromosome_2	13182294	13183340	-	1047
tetur01g02880	chromosome_2	13184507	13185228	-	722
tetur01g92318	chromosome_2	13186394	13186546	+	153
tetur01g02890	chromosome_2	13189050	13189692	+	643
tetur01g02900	chromosome_2	13197971	13200692	+	2722
tetur01g16754	chromosome_2	13201528	13202707	+	1180
tetur01g92319	chromosome_2	13208426	13208721	-	296
tetur01g02910	chromosome_2	13209236	13216257	+	7022
tetur01g02920	chromosome_2	13214651	13216257	-	1607
tetur01g02930	chromosome_2	13217280	13217783	+	504
tetur01g02940	chromosome_2	13219745	13220268	+	524
tetur01g02950	chromosome_2	13222799	13223530	-	732
tetur01g02960	chromosome_2	13224319	13225912	+	1594
tetur01g02970	chromosome_2	13233446	13233742	-	297
tetur01g02980	chromosome_2	13235708	13237014	-	1307
tetur01g02990	chromosome_2	13245491	13248052	+	2562
tetur01g03000	chromosome_2	13250848	13251058	-	211
tetur01g03010	chromosome_2	13254304	13255420	+	1117
tetur01g03020	chromosome_2	13260862	13263427	+	2566
tetur01g03030	chromosome_2	13264392	13267040	+	2649
tetur01g03040	chromosome_2	13267197	13268166	-	970
tetur01g03050	chromosome_2	13268980	13270177	-	1198
tetur01g03060	chromosome_2	13272196	13273468	-	1273
tetur01g03070	chromosome_2	13275459	13275632	-	174
tetur01g03080	chromosome_2	13275875	13278606	-	2732
tetur01g03090	chromosome_2	13279974	13280655	-	682
tetur01g03100	chromosome_2	13280762	13281129	+	368
tetur01g03110	chromosome_2	13281155	13282337	-	1183
tetur01g03120	chromosome_2	13282474	13283879	-	1406
tetur01g03130	chromosome_2	13284304	13286767	+	2464
tetur01g03140	chromosome_2	13286926	13291329	-	4404
tetur01g03150	chromosome_2	13293031	13293561	+	531
tetur01g03160	chromosome_2	13294499	13296050	-	1552
tetur01g92320	chromosome_2	13294847	13295026	+	180
tetur01g03170	chromosome_2	13296468	13298048	-	1581
tetur01g03180	chromosome_2	13298135	13299341	-	1207
tetur01g03190	chromosome_2	13300509	13302465	+	1957
tetur01g03200	chromosome_2	13303211	13304516	-	1306
tetur01g03210	chromosome_2	13305148	13305770	-	623
tetur01g03220	chromosome_2	13306404	13306640	-	237
tetur01g92321	chromosome_2	13307208	13307423	-	216
tetur01g03230	chromosome_2	13307773	13308327	+	555
tetur01g03240	chromosome_2	13308400	13310482	-	2083
tetur01g03250	chromosome_2	13311504	13314131	+	2628
tetur01g03260	chromosome_2	13314391	13316494	+	2104
tetur01g03270	chromosome_2	13316301	13317058	-	758
tetur01g03280	chromosome_2	13317257	13318270	+	1014
tetur01g03290	chromosome_2	13318415	13319050	-	636
tetur01g03300	chromosome_2	13320841	13322052	+	1212
tetur01g03310	chromosome_2	13324031	13324322	-	292
tetur01g03320	chromosome_2	13324555	13325218	+	664
tetur01g03330	chromosome_2	13325784	13326278	-	495
tetur01g03340	chromosome_2	13326652	13327958	+	1307
tetur01g03350	chromosome_2	13328346	13328961	+	616
tetur01g03360	chromosome_2	13330576	13331131	-	556
tetur01g03370	chromosome_2	13331416	13331579	+	164
tetur01g03380	chromosome_2	13337280	13337721	-	442
tetur01g03390	chromosome_2	13340969	13342660	-	1692
tetur01g03400	chromosome_2	13343725	13345433	+	1709
tetur01g03410	chromosome_2	13346443	13348045	-	1603
tetur01g03420	chromosome_2	13357149	13359400	-	2252
tetur01g03430	chromosome_2	13360078	13361309	-	1232
tetur01g03440	chromosome_2	13361035	13362086	+	1052
tetur01g92322	chromosome_2	13363122	13364064	-	943
tetur01g92323	chromosome_2	13365077	13365359	-	283
tetur01g92324	chromosome_2	13366011	13366163	-	153
tetur01g92325	chromosome_2	13367260	13367768	-	509
tetur01g03450	chromosome_2	13369018	13370406	-	1389
tetur01g92326	chromosome_2	13371399	13372469	-	1071
tetur01g03460	chromosome_2	13376476	13377064	-	589
tetur01g92327	chromosome_2	13377175	13377833	-	659
tetur01g92328	chromosome_2	13378854	13379749	-	896
tetur01g03470	chromosome_2	13379805	13380135	+	331
tetur01g03490	chromosome_2	13383931	13391236	+	7306
tetur01g03500	chromosome_2	13393989	13394614	+	626
tetur01g03510	chromosome_2	13395767	13396207	+	441
tetur01g03520	chromosome_2	13397798	13398495	+	698
tetur01g92330	chromosome_2	13403379	13403603	-	225
tetur01g03530	chromosome_2	13404413	13406896	+	2484
tetur01g03540	chromosome_2	13406976	13411635	-	4660
tetur01g03550	chromosome_2	13422421	13422772	-	352
tetur01g03560	chromosome_2	13424806	13426035	-	1230
tetur01g92880	chromosome_2	13425362	13426672	+	1311
tetur01g03570	chromosome_2	13426363	13426590	-	228
tetur01g92331	chromosome_2	13440259	13440480	+	222
tetur01g03580	chromosome_2	13441830	13443373	-	1544
tetur01g03590	chromosome_2	13445526	13453974	-	8449
tetur01g03600	chromosome_2	13454072	13454779	+	708
tetur01g03610	chromosome_2	13455344	13455616	+	273
tetur01g03620	chromosome_2	13455580	13457967	-	2388
tetur01g03630	chromosome_2	13458259	13459136	-	878
tetur01g92332	chromosome_2	13459343	13459507	+	165
tetur01g03660	chromosome_2	13459814	13467935	+	8122
tetur01g03670	chromosome_2	13468872	13481846	+	12975
tetur01g03680	chromosome_2	13489213	13490368	+	1156
tetur01g03690	chromosome_2	13490344	13492432	+	2089
tetur01g03700	chromosome_2	13492955	13495725	+	2771
tetur01g03710	chromosome_2	13502211	13502834	+	624
tetur01g03720	chromosome_2	13503156	13504467	-	1312
tetur01g03730	chromosome_2	13504502	13505086	+	585
tetur01g03740	chromosome_2	13510279	13510927	+	649
tetur01g03750	chromosome_2	13510978	13513278	-	2301
tetur01g92333	chromosome_2	13514014	13514669	-	656
tetur01g03760	chromosome_2	13519476	13524062	+	4587
tetur01g03770	chromosome_2	13529286	13536187	+	6902
tetur01g03780	chromosome_2	13538912	13540208	-	1297
tetur01g03790	chromosome_2	13549620	13550214	-	595
tetur01g92335	chromosome_2	13566459	13566906	-	448
tetur01g16734	chromosome_2	13570739	13571934	+	1196
tetur01g03800	chromosome_2	13576757	13587818	+	11062
tetur01g03820	chromosome_2	13589586	13591315	+	1730
tetur01g03840	chromosome_2	13592253	13593794	+	1542
tetur01g03850	chromosome_2	13594008	13594807	-	800
tetur01g03860	chromosome_2	13595387	13598632	-	3246
tetur01g03870	chromosome_2	13599169	13600676	-	1508
tetur01g92336	chromosome_2	13601343	13601522	+	180
tetur01g03880	chromosome_2	13601648	13602539	-	892
tetur01g03890	chromosome_2	13606235	13607124	-	890
tetur01g03900	chromosome_2	13607596	13608503	-	908
tetur01g03910	chromosome_2	13609506	13614138	-	4633
tetur01g03920	chromosome_2	13615468	13616052	+	585
tetur01g03930	chromosome_2	13616610	13617065	-	456
tetur01g03940	chromosome_2	13621508	13623342	+	1835
tetur01g03970	chromosome_2	13627512	13638735	+	11224
tetur01g92337	chromosome_2	13639693	13639923	+	231
tetur01g03980	chromosome_2	13640548	13640679	-	132
tetur01g03990	chromosome_2	13642000	13645230	-	3231
tetur01g04000	chromosome_2	13646588	13652225	-	5638
tetur01g92338	chromosome_2	13655916	13656383	-	468
tetur01g04010	chromosome_2	13656796	13657196	+	401
tetur01g04020	chromosome_2	13664208	13667827	-	3620
tetur01g04030	chromosome_2	13670462	13674163	-	3702
tetur01g04050	chromosome_2	13674450	13675926	+	1477
tetur01g16351	chromosome_2	13676329	13679574	+	3246
tetur01g16794	chromosome_2	13680277	13682463	-	2187
tetur01g04060	chromosome_2	13682740	13688795	-	6056
tetur01g04080	chromosome_2	13702859	13703124	-	266
tetur01g92339	chromosome_2	13724375	13725054	-	680
tetur01g04090	chromosome_2	13740274	13740488	-	215
tetur01g04100	chromosome_2	13741676	13743555	+	1880
tetur01g04110	chromosome_2	13743953	13746245	-	2293
tetur01g04120	chromosome_2	13764135	13780270	+	16136
tetur01g04130	chromosome_2	13770523	13770818	-	296
tetur01g04140	chromosome_2	13771882	13772388	-	507
tetur01g92342	chromosome_2	13782165	13782540	+	376
tetur01g04170	chromosome_2	13785664	13790435	+	4772
tetur01g04180	chromosome_2	13790737	13792472	-	1736
tetur01g04190	chromosome_2	13793319	13795211	-	1893
tetur01g04200	chromosome_2	13796156	13798364	-	2209
tetur01g16510	chromosome_2	13798071	13799499	+	1429
tetur01g92343	chromosome_2	13805369	13805542	-	174
tetur01g04210	chromosome_2	13809002	13809112	+	111
tetur01g04220	chromosome_2	13809801	13815225	-	5425
tetur01g04230	chromosome_2	13816458	13817493	+	1036
tetur01g04250	chromosome_2	13818374	13826028	-	7655
tetur01g04260	chromosome_2	13831530	13833364	-	1835
tetur01g04270	chromosome_2	13833534	13835349	+	1816
tetur01g04280	chromosome_2	13839247	13842261	-	3015
tetur01g04290	chromosome_2	13845337	13846077	+	741
tetur01g92344	chromosome_2	13851089	13851504	+	416
tetur01g17074	chromosome_2	13855116	13856761	+	1646
tetur01g17094	chromosome_2	13857631	13858019	+	389
tetur01g04300	chromosome_2	13868487	13869910	+	1424
tetur01g04310	chromosome_2	13869972	13872055	+	2084
tetur01g04320	chromosome_2	13875921	13882578	-	6658
tetur01g04330	chromosome_2	13886142	13888238	+	2097
tetur01g04340	chromosome_2	13888560	13889399	-	840
tetur01g04350	chromosome_2	13889643	13891877	-	2235
tetur01g04360	chromosome_2	13892769	13893212	-	444
tetur01g04370	chromosome_2	13893531	13895341	+	1811
tetur01g04380	chromosome_2	13897708	13899967	+	2260
tetur01g04390	chromosome_2	13900957	13902753	-	1797
tetur01g04400	chromosome_2	13904562	13908886	-	4325
tetur01g92345	chromosome_2	13910693	13910990	-	298
tetur01g04410	chromosome_2	13912665	13923622	+	10958
tetur01g04440	chromosome_2	13924447	13926402	+	1956
tetur01g04450	chromosome_2	13929034	13932703	+	3670
tetur01g04460	chromosome_2	13933058	13934104	-	1047
tetur01g04470	chromosome_2	13934564	13936749	-	2186
tetur01g04490	chromosome_2	13937202	13957042	-	19841
tetur01g92347	chromosome_2	13961291	13961544	-	254
tetur01g04500	chromosome_2	13961924	13962402	-	479
tetur01g04510	chromosome_2	13962404	13962700	+	297
tetur01g04520	chromosome_2	13963707	13963892	-	186
tetur01g92349	chromosome_2	13966370	13966800	-	431
tetur01g92350	chromosome_2	13967067	13967234	-	168
tetur01g92351	chromosome_2	13967450	13968079	-	630
tetur01g04530	chromosome_2	13972240	13973481	+	1242
tetur01g04540	chromosome_2	13973775	13975402	-	1628
tetur01g04550	chromosome_2	13976968	13978289	+	1322
tetur01g04560	chromosome_2	13978851	13980413	+	1563
tetur01g04570	chromosome_2	13981225	13984603	-	3379
tetur01g04580	chromosome_2	13987160	13989931	-	2772
tetur01g04590	chromosome_2	13990974	13991956	+	983
tetur01g04600	chromosome_2	13994145	14004856	-	10712
tetur01g04610	chromosome_2	14010469	14012333	-	1865
tetur01g04620	chromosome_2	14014963	14016129	-	1167
tetur01g92352	chromosome_2	14019409	14019579	+	171
tetur01g04630	chromosome_2	14032212	14034165	-	1954
tetur01g04640	chromosome_2	14040467	14041041	+	575
tetur01g04670	chromosome_2	14055240	14059897	-	4658
tetur01g04680	chromosome_2	14056146	14056305	+	160
tetur01g04690	chromosome_2	14062357	14062725	+	369
tetur01g92353	chromosome_2	14063127	14063479	+	353
tetur01g04700	chromosome_2	14082109	14082685	-	577
tetur01g04710	chromosome_2	14084079	14089818	+	5740
tetur01g04720	chromosome_2	14090413	14123628	-	33216
tetur01g04750	chromosome_2	14126349	14126539	+	191
tetur01g16854	chromosome_2	14128072	14129246	-	1175
tetur01g16844	chromosome_2	14130287	14131440	-	1154
tetur01g04760	chromosome_2	14132166	14132507	-	342
tetur01g16864	chromosome_2	14132543	14133703	-	1161
tetur01g92354	chromosome_2	14139532	14139830	+	299
tetur01g16784	chromosome_2	14150176	14151326	-	1151
tetur01g04800	chromosome_2	14152605	14160234	-	7630
tetur01g04840	chromosome_2	14162722	14183704	-	20983
tetur01g04850	chromosome_2	14185138	14187190	+	2053
tetur01g04860	chromosome_2	14187358	14188130	+	773
tetur01g04870	chromosome_2	14188250	14190517	-	2268
tetur01g04880	chromosome_2	14190757	14191071	+	315
tetur01g04890	chromosome_2	14195546	14210537	+	14992
tetur01g04900	chromosome_2	14210788	14211833	-	1046
tetur01g04910	chromosome_2	14212263	14213631	+	1369
tetur01g04920	chromosome_2	14214877	14216792	+	1916
tetur01g04930	chromosome_2	14217251	14218300	-	1050
tetur01g04940	chromosome_2	14223967	14224448	-	482
tetur01g92356	chromosome_2	14228415	14228610	+	196
tetur01g04950	chromosome_2	14229015	14229269	+	255
tetur01g04960	chromosome_2	14233843	14234067	-	225
tetur01g92357	chromosome_2	14237622	14237798	-	177
tetur01g92358	chromosome_2	14240673	14240867	+	195
tetur01g04970	chromosome_2	14242377	14242550	-	174
tetur01g04980	chromosome_2	14249777	14249983	+	207
tetur01g04990	chromosome_2	14254763	14255320	-	558
tetur01g05000	chromosome_2	14255380	14256253	+	874
tetur01g05010	chromosome_2	14257976	14258373	+	398
tetur01g05020	chromosome_2	14263977	14264289	-	313
tetur01g05030	chromosome_2	14265046	14265226	-	181
tetur01g05040	chromosome_2	14266427	14267108	-	682
tetur01g05050	chromosome_2	14268805	14269493	-	689
tetur01g92359	chromosome_2	14269917	14270090	-	174
tetur01g05060	chromosome_2	14270408	14272116	+	1709
tetur01g05070	chromosome_2	14275957	14276754	+	798
tetur01g05080	chromosome_2	14281975	14284698	-	2724
tetur01g05090	chromosome_2	14285842	14287068	-	1227
tetur01g05100	chromosome_2	14290249	14293060	-	2812
tetur01g05110	chromosome_2	14294703	14295024	-	322
tetur01g05120	chromosome_2	14296141	14297173	-	1033
tetur01g05130	chromosome_2	14298272	14300665	+	2394
tetur01g05140	chromosome_2	14304408	14305048	+	641
tetur01g05150	chromosome_2	14305724	14306260	+	537
tetur01g05160	chromosome_2	14308393	14309220	+	828
tetur01g05170	chromosome_2	14310220	14310607	-	388
tetur01g05180	chromosome_2	14313352	14313521	+	170
tetur01g05190	chromosome_2	14316021	14316722	-	702
tetur01g05200	chromosome_2	14321707	14321931	-	225
tetur01g05210	chromosome_2	14326861	14327043	-	183
tetur01g05220	chromosome_2	14329170	14329402	+	233
tetur01g05230	chromosome_2	14336083	14337462	-	1380
tetur01g16473	chromosome_2	14339739	14341795	-	2057
tetur01g05240	chromosome_2	14341954	14342121	+	168
tetur01g16894	chromosome_2	14343012	14343275	-	264
tetur01g05250	chromosome_2	14346634	14347095	+	462
tetur01g05260	chromosome_2	14348538	14348907	+	370
tetur01g05270	chromosome_2	14349791	14350525	+	735
tetur01g05300	chromosome_2	14357040	14357883	-	844
tetur01g05310	chromosome_2	14359192	14360818	-	1627
tetur01g92360	chromosome_2	14361523	14361943	-	421
tetur01g05320	chromosome_2	14362723	14363562	+	840
tetur01g05330	chromosome_2	14364449	14366310	-	1862
tetur01g05340	chromosome_2	14366429	14366907	+	479
tetur01g92361	chromosome_2	14370145	14370544	+	400
tetur01g05350	chromosome_2	14370860	14372381	-	1522
tetur01g92362	chromosome_2	14372849	14373210	+	362
tetur01g05360	chromosome_2	14374769	14375530	-	762
tetur01g92363	chromosome_2	14376146	14376789	-	644
tetur01g05370	chromosome_2	14380522	14381036	+	515
tetur01g05380	chromosome_2	14383544	14384247	+	704
tetur01g05390	chromosome_2	14386431	14386800	+	370
tetur01g05400	chromosome_2	14387121	14387843	+	723
tetur01g05410	chromosome_2	14389769	14390028	-	260
tetur01g05420	chromosome_2	14390467	14391784	-	1318
tetur01g05430	chromosome_2	14392507	14392833	+	327
tetur01g92364	chromosome_2	14394439	14395021	+	583
tetur01g05440	chromosome_2	14395072	14395775	-	704
tetur01g05450	chromosome_2	14396240	14396760	-	521
tetur01g05460	chromosome_2	14400137	14400939	-	803
tetur01g92365	chromosome_2	14406157	14406518	-	362
tetur01g16463	chromosome_2	14408248	14409428	-	1181
tetur01g05480	chromosome_2	14411730	14413084	-	1355
tetur01g05490	chromosome_2	14415540	14417302	+	1763
tetur01g05500	chromosome_2	14417716	14418523	-	808
tetur01g05510	chromosome_2	14419436	14424105	+	4670
tetur01g05520	chromosome_2	14424433	14424606	+	174
tetur01g05530	chromosome_2	14427241	14427558	+	318
tetur01g05540	chromosome_2	14430588	14432345	-	1758
tetur01g05550	chromosome_2	14432563	14433658	+	1096
tetur01g05560	chromosome_2	14434102	14435804	-	1703
tetur01g05570	chromosome_2	14438565	14440139	+	1575
tetur01g05580	chromosome_2	14440722	14442101	-	1380
tetur01g05590	chromosome_2	14442866	14443816	-	951
tetur01g05600	chromosome_2	14444098	14445043	-	946
tetur01g05610	chromosome_2	14445511	14449625	+	4115
tetur01g05620	chromosome_2	14449146	14449625	+	480
tetur01g05630	chromosome_2	14451098	14451418	-	321
tetur01g05640	chromosome_2	14452046	14452321	-	276
tetur01g05650	chromosome_2	14452704	14454362	+	1659
tetur01g05660	chromosome_2	14455924	14456747	+	824
tetur01g05670	chromosome_2	14457752	14459470	+	1719
tetur01g05680	chromosome_2	14459520	14461974	-	2455
tetur01g05690	chromosome_2	14462965	14468182	+	5218
tetur01g05700	chromosome_2	14466699	14468182	+	1484
tetur01g05710	chromosome_2	14469116	14471779	-	2664
tetur01g05720	chromosome_2	14472291	14473555	-	1265
tetur01g05730	chromosome_2	14477229	14478278	+	1050
tetur01g05740	chromosome_2	14480201	14481186	+	986
tetur01g92366	chromosome_2	14482399	14482551	-	153
tetur01g05750	chromosome_2	14483432	14484228	-	797
tetur01g05760	chromosome_2	14485268	14486585	+	1318
tetur01g05770	chromosome_2	14487393	14488189	+	797
tetur01g05780	chromosome_2	14489282	14490628	-	1347
tetur01g05790	chromosome_2	14493144	14493848	-	705
tetur01g05800	chromosome_2	14494345	14495077	+	733
tetur01g05810	chromosome_2	14495675	14495862	-	188
tetur01g05820	chromosome_2	14500513	14503247	+	2735
tetur01g05830	chromosome_2	14503934	14505297	+	1364
tetur01g05840	chromosome_2	14505021	14515694	-	10674
tetur01g05850	chromosome_2	14510048	14518180	-	8133
tetur01g92368	chromosome_2	14532751	14533126	+	376
tetur01g05860	chromosome_2	14534248	14535962	-	1715
tetur01g92369	chromosome_2	14536067	14536844	+	778
tetur01g05870	chromosome_2	14542256	14548977	+	6722
tetur01g92370	chromosome_2	14552289	14552549	+	261
tetur01g05880	chromosome_2	14555835	14556824	-	990
tetur01g05890	chromosome_2	14557576	14558114	+	539
tetur01g05910	chromosome_2	14602208	14608517	+	6310
tetur01g92371	chromosome_2	14612394	14612570	+	177
tetur01g05940	chromosome_2	14612587	14617341	-	4755
tetur01g05970	chromosome_2	14616647	14625217	-	8571
tetur01g05950	chromosome_2	14617818	14618079	-	262
tetur01g05960	chromosome_2	14618645	14618911	+	267
tetur01g05980	chromosome_2	14625665	14628922	+	3258
tetur01g05990	chromosome_2	14635586	14635741	+	156
tetur01g06000	chromosome_2	14636494	14637934	+	1441
tetur01g92372	chromosome_2	14639941	14640382	+	442
tetur01g06010	chromosome_2	14641324	14641855	+	532
tetur01g06020	chromosome_2	14645857	14646435	+	579
